0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
-0.0317757 0 0 -0.0252071 0 0 -0.0787059
-0.0319698 -0.0317757 0 -0.0244221 -0.0252071 0 -0.0787371
-0.0321288 -0.0319698 -0.0317757 -0.0236012 -0.0244221 -0.0252071 -0.0796713
-0.0322608 -0.0321288 -0.0319698 -0.0219967 -0.0236012 -0.0244221 -0.0797032
-0.0323893 -0.0322608 -0.0321288 -0.0198537 -0.0219967 -0.0236012 -0.0797352
-0.0326759 -0.0323893 -0.0322608 -0.0205595 -0.0198537 -0.0219967 -0.0797672
-0.0327779 -0.0326759 -0.0323893 -0.0188507 -0.0205595 -0.0198537 -0.0797992
-0.0330647 -0.0327779 -0.0326759 -0.0191319 -0.0188507 -0.0205595 -0.0781053
-0.0333496 -0.0330647 -0.0327779 -0.0198542 -0.0191319 -0.0188507 -0.0781381
-0.0336829 -0.0333496 -0.0330647 -0.020414 -0.0198542 -0.0191319 -0.0781709
-0.033958 -0.0336829 -0.0333496 -0.0220044 -0.020414 -0.0198542 -0.0782036
-0.034216 -0.033958 -0.0336829 -0.0226531 -0.0220044 -0.020414 -0.08249
-0.0344224 -0.034216 -0.033958 -0.023117 -0.0226531 -0.0220044 -0.0834296
-0.0346868 -0.0344224 -0.034216 -0.0243597 -0.023117 -0.0226531 -0.084155
-0.0349441 -0.0346868 -0.0344224 -0.025737 -0.0243597 -0.023117 -0.0841895
-0.0351624 -0.0349441 -0.0346868 -0.0249759 -0.025737 -0.0243597 -0.0842239
-0.0353577 -0.0351624 -0.0349441 -0.0259698 -0.0249759 -0.025737 -0.0842583
-0.0355445 -0.0353577 -0.0351624 -0.0247601 -0.0259698 -0.0249759 -0.0878759
-0.0357616 -0.0355445 -0.0353577 -0.0241777 -0.0247601 -0.0259698 -0.0879113
-0.0359981 -0.0357616 -0.0355445 -0.0232047 -0.0241777 -0.0247601 -0.0879467
-0.036262 -0.0359981 -0.0357616 -0.0229402 -0.0232047 -0.0241777 -0.087982
-0.0362953 -0.036262 -0.0359981 -0.0207852 -0.0229402 -0.0232047 -0.0880092
-0.0363095 -0.0362953 -0.036262 -0.0188706 -0.0207852 -0.0229402 -0.0880455
-0.0364829 -0.0363095 -0.0362953 -0.0179616 -0.0188706 -0.0207852 -0.0880817
-0.0365866 -0.0364829 -0.0363095 -0.0163593 -0.0179616 -0.0188706 -0.088118
-0.0365719 -0.0365866 -0.0364829 -0.0139982 -0.0163593 -0.0179616 -0.0881543
-0.0365608 -0.0365719 -0.0365866 -0.0119208 -0.0139982 -0.0163593 -0.0848915
-0.0366117 -0.0365608 -0.0365719 -0.0107097 -0.0119208 -0.0139982 -0.0849281
-0.036589 -0.0366117 -0.0365608 -0.00823979 -0.0107097 -0.0119208 -0.0849647
-0.0365047 -0.036589 -0.0366117 -0.0050486 -0.00823979 -0.0107097 -0.0850013
-0.0365503 -0.0365047 -0.036589 -0.0029598 -0.0050486 -0.00823979 -0.0780876
-0.0365822 -0.0365503 -0.0365047 -0.00294104 -0.0029598 -0.0050486 -0.0781241
-0.0365889 -0.0365822 -0.0365503 -0.00285884 -0.00294104 -0.0029598 -0.0781606
-0.0366921 -0.0365889 -0.0365822 -0.00222596 -0.00285884 -0.00294104 -0.0781971
-0.0368357 -0.0366921 -0.0365889 -0.00258417 -0.00222596 -0.00285884 -0.076915
-0.0369201 -0.0368357 -0.0366921 -0.00358451 -0.00258417 -0.00222596 -0.0774538
-0.0369996 -0.0369201 -0.0368357 -0.00448626 -0.00358451 -0.00258417 -0.0782597
-0.0370703 -0.0369996 -0.0369201 -0.00466558 -0.00448626 -0.00358451 -0.0782966
-0.0371695 -0.0370703 -0.0369996 -0.00588074 -0.00466558 -0.00448626 -0.0783335
-0.0371885 -0.0371695 -0.0370703 -0.00688929 -0.00588074 -0.00466558 -0.0783705
-0.0372642 -0.0371885 -0.0371695 -0.00713153 -0.00688929 -0.00588074 -0.0809274
-0.0373226 -0.0372642 -0.0371885 -0.0073712 -0.00713153 -0.00688929 -0.0809646
-0.037295 -0.0373226 -0.0372642 -0.00703526 -0.0073712 -0.00713153 -0.0810018
-0.037336 -0.037295 -0.0373226 -0.00641783 -0.00703526 -0.0073712 -0.081039
-0.0373312 -0.037336 -0.037295 -0.00496965 -0.00641783 -0.00703526 -0.0810762
-0.0372651 -0.0373312 -0.037336 -0.00345475 -0.00496965 -0.00641783 -0.0802471
-0.037235 -0.0372651 -0.0373312 -0.00235793 -0.00345475 -0.00496965 -0.0802845
-0.0372623 -0.037235 -0.0372651 -0.00191292 -0.00235793 -0.00345475 -0.0803218
-0.0371231 -0.0372623 -0.037235 0.000435887 -0.00191292 -0.00235793 -0.0803591
-0.0370499 -0.0371231 -0.0372623 0.00138646 0.000435887 -0.00191292 -0.0767367
-0.0371161 -0.0370499 -0.0371231 0.00146176 0.00138646 0.000435887 -0.076057
-0.0369996 -0.0371161 -0.0370499 0.00321679 0.00146176 0.00138646 -0.0761812
-0.0369811 -0.0369996 -0.0371161 0.00312077 0.00321679 0.00146176 -0.0762183
-0.0369693 -0.0369811 -0.0369996 0.00367755 0.00312077 0.00321679 -0.0762555
-0.0369952 -0.0369693 -0.0369811 0.0033853 0.00367755 0.00312077 -0.0762926
-0.0369446 -0.0369952 -0.0369693 0.00325545 0.0033853 0.00367755 -0.0749337
-0.0371237 -0.0369446 -0.0369952 0.00131624 0.00325545 0.0033853 -0.0749707
-0.0368363 -0.0371237 -0.0369446 0.00442274 0.00131624 0.00325545 -0.0750077
-0.0368956 -0.0368363 -0.0371237 0.0024171 0.00442274 0.00131624 -0.0750447
-0.0369592 -0.0368956 -0.0368363 0.00105402 0.0024171 0.00442274 -0.0754634
-0.0369393 -0.0369592 -0.0368956 0.00193485 0.00105402 0.0024171 -0.0755003
-0.0370429 -0.0369393 -0.0369592 -0.00025554 0.00193485 0.00105402 -0.0755372
-0.0371069 -0.0370429 -0.0369393 -0.00107263 -0.00025554 0.00193485 -0.0755741
-0.0373604 -0.0371069 -0.0370429 -0.00373395 -0.00107263 -0.00025554 -0.075611
-0.0372895 -0.0373604 -0.0371069 -0.00275684 -0.00373395 -0.00107263 -0.0781644
-0.0374331 -0.0372895 -0.0373604 -0.00468951 -0.00275684 -0.00373395 -0.0782015
-0.037614 -0.0374331 -0.0372895 -0.00485849 -0.00468951 -0.00275684 -0.0782386
-0.0375953 -0.037614 -0.0374331 -0.00750809 -0.00485849 -0.00468951 -0.0782757
-0.0376794 -0.0375953 -0.037614 -0.00768512 -0.00750809 -0.00485849 -0.0831514
-0.0376921 -0.0376794 -0.0375953 -0.0072024 -0.00768512 -0.00750809 -0.083189
